Ticker,Fitur,Best_Epoch,Val_Loss,Val_MAE,Val_MAPE,Val_RMSE,Val_R2,Split_Mode
BMRI,Open,16,10531047.0,3176.79345703125,0.5691744687565249,3245.150342727035,-23.030195607805332,date
BMRI,High,18,10518848.0,3174.875244140625,0.5688219715077639,3243.2726391504357,-23.002289400888472,date
BMRI,Low,14,10526489.0,3176.072509765625,0.569041489459971,3244.444830143198,-23.020102264722674,date
BMRI,Volume,19,10508345.0,3173.220458984375,0.5685175070014908,3241.6527462032395,-22.97847442286006,date
BMRI,Open_High,18,10513190.0,3173.985107421875,0.5686582804397763,3242.400680027592,-22.98936988471182,date
BMRI,Open_Low,22,10507043.0,3173.015869140625,0.5684799216076715,3241.45223313512,-22.975482126891094,date
BMRI,Open_Volume,15,10509282.0,3173.367431640625,0.5685444780893818,3241.7960520730903,-22.980535146788018,date
BMRI,High_Low,23,10516836.0,3174.55908203125,0.5687637389738384,3242.9627545026337,-22.997746927272626,date
BMRI,High_Volume,20,10518205.0,3174.774169921875,0.5688031318072206,3243.1735574138966,-23.001011373193194,date
BMRI,Low_Volume,15,10535837.0,3177.541259765625,0.5693107325484302,3245.883860144019,-23.042102323183098,date
BMRI,Open_High_Low,19,10503337.0,3172.431640625,0.5683725229797495,3240.8805429610497,-22.96706752215617,date
BMRI,Open_High_Volume,17,10530878.0,3176.77001953125,0.5691702614530175,3245.127015164792,-23.02979421203888,date
BMRI,High_Low_Volume,15,10526747.0,3176.114501953125,0.5690492742722163,3244.486328152889,-23.02084088354341,date
BMRI,Open_High_Low_Volume,20,10534065.0,3177.27099609375,0.5692621301287627,3245.617510447541,-23.037249379618114,date
BMRI,OHLV_MA5,16,10518007.0,3174.73681640625,0.5687952213639952,3243.138466990802,-23.001479545875153,date
BMRI,OHLV_MA10,20,10535265.0,3177.46044921875,0.5692971650949875,3245.8028119254504,-23.039842082680345,date
BMRI,OHLV_MA20,16,10509337.0,3173.376220703125,0.5685462516662148,3241.8054274053457,-22.980766664640793,date
BMRI,OHLV_MA30,18,10518130.0,3174.762451171875,0.5688010078732461,3243.1617970174602,-23.0008194547805,date
BMRI,OHLV_MA50,13,10516026.0,3174.4228515625,0.5687385167066173,3242.8295013975744,-22.995912024075135,date
BMRI,OHLV_EMA5,20,10517978.0,3174.73828125,0.568796578712098,3243.138349673281,-23.000504308840977,date
BMRI,OHLV_EMA12,17,10520989.0,3175.212890625,0.5688840661000836,3243.603121596634,-23.007255386066205,date
BMRI,OHLV_EMA26,23,10495138.0,3171.1396484375,0.568135011639181,3239.6154071833657,-22.948296561360483,date
BMRI,OHLV_EMA30,18,10517105.0,3174.601318359375,0.568771308505896,3243.003810830131,-22.99848726779632,date
BMRI,OHLV_EMA50,17,10520332.0,3175.109130859375,0.5688649067966539,3243.501337721937,-23.00575685134597,date
BMRI,OHLV_RSI7,20,10513937.0,3174.1015625,0.5686793268971356,3242.515132440462,-22.991384795066136,date
BMRI,OHLV_RSI14,23,10517291.0,3174.63134765625,0.5687771107889883,3243.033250934219,-22.998741958551026,date
BMRI,OHLV_RSI21,20,10513195.0,3173.98583984375,0.5686584516360199,3242.4016176900914,-22.989384819928603,date
BMRI,OHLV_MACD_12_26,15,10527359.0,3176.210205078125,0.5690664702312754,3244.5802348904404,-23.022491527730637,date
BMRI,OHLV_MACD_5_20,17,10486727.0,3169.81298828125,0.5678909951716441,3238.3168766869685,-22.9291324002011,date
BMRI,OHLV_MACD_10_30,20,10506292.0,3172.897216796875,0.5684580307002618,3241.3360953710535,-22.973840596884795,date
